Primary Key,ASIN,Individual Rating,Review Title,Review Date,Review_Date,Verified Purchase,Helpful Votes,Cleaned Review Text,Sentiment,Standardized Category,Standardized Aspect,Standardized Pain Point
1848,B0CY2LDT1S,4.0,"Compact, Powerful and Beautiful",Reviewed in India on 20 July 2024,2024-07-20,True,17,"the laptop has good build quality with full metal body, looks slik and professional much like mac. i will go as far as calling it the lenovos macbook. the display is fairly, would have been best if we did not get a lot of glare and reflection. display is bright.however there are some minor cons are there to take away the 5th star. heating is an issue with all laptops from this segment and this is not an exception, they did cost cut through build quality of touch pad and keyboard, the quality of both feels cheap. last is the sound, well, dont expect much buy a good quality earphone.",Neutral,Touchpad - Poor Build Quality,Touchpad,Poor Build Quality
1849,B0CY2LDT1S,4.0,"Compact, Powerful and Beautiful",Reviewed in India on 20 July 2024,2024-07-20,True,17,"the laptop has good build quality with full metal body, looks slik and professional much like mac. i will go as far as calling it the lenovos macbook. the display is fairly, would have been best if we did not get a lot of glare and reflection. display is bright.however there are some minor cons are there to take away the 5th star. heating is an issue with all laptops from this segment and this is not an exception, they did cost cut through build quality of touch pad and keyboard, the quality of both feels cheap. last is the sound, well, dont expect much buy a good quality earphone.",Neutral,Audio - Poor Sound Quality,Audio,Poor Sound Quality
1850,B0CY2LDT1S,3.0,Charger performance.,Reviewed in India on 14 March 2025,2025-03-14,True,1,charger is getting hot,Negative,Charger - Overheating,Charger,Overheating
1851,B0CY2LDT1S,4.0,Lenovo IdeaPad 5 pro-i review,Reviewed in India on 28 October 2024,2024-10-28,True,1,loved the laptop. exactly what i wanted as a professional ai engineer.camera quality is something which i am not much satisfied. overall value for money,Positive,Camera - Poor Quality,Camera,Poor Quality
1852,B0CY2LDT1S,5.0,First Impressions are 👍!,Reviewed in India on 26 July 2024,2024-07-26,True,6,"the laptop is snappy, boots fast and the screen is bright and brilliant in 3k 120hz. if you need a future proof laptop for simple home use, this checks all boxes core ultra 9 185h, 32gb ram and 1 tb ssd. a bit pricey but if you get it on one of those amazon sale days you can get it for rs.96k including cashbacks and card discounts. my last computer was a 2010 macbook pro 13 thats acting up now expected...dont buy a touch screen if you dont have a use case. will drain your battery in no time!",Positive,Touchpad - Power Efficiency Issues,Touchpad,Power Efficiency Issues
1853,B0CY2LDT1S,5.0,"Awesome display, great ssd speed and processing speed",Reviewed in India on 15 October 2024,2024-10-15,True,12,"it is very light weight, easy to carry laptop, and have a great processing speed i have tried some molecular docking on it and it runs beautifully, and most beautiful display the hdr content looks fabulous, i like it so far, and i bought it at 89k in amazon sale, but there is only one problem that it heat not on normal use but it heat up if we place it soft surface so place it on plane surface",Positive,Thermal Management - Overheating,Thermal Management,Overheating
1854,B0CY2LDT1S,1.0,Received a Short-Warranty Laptop – Had to Return,Reviewed in India on 12 May 2025,2025-05-12,True,4,"i recently purchased a laptop listed as new, but upon verifying the serial number with the manufacturers website, i discovered it had less than 6 months of warranty remaining. it appears the laptop may have been in inventory for an extended period or previously activated.due to concerns about the products warranty coverage and long-term support, i had to initiate a return through amazon customer support, which was processed smoothly.while the return process was hassle-free, it would have been better if warranty details were clearly disclosed upfront to set accurate expectations.potential buyers may want to verify warranty status immediately upon receiving such purchases.",Neutral,Warranty - Inaccurate Remaining Time,Warranty,Inaccurate Remaining Time
1855,B0CY2LDT1S,1.0,Received a Short-Warranty Laptop – Had to Return,Reviewed in India on 12 May 2025,2025-05-12,True,4,"i recently purchased a laptop listed as new, but upon verifying the serial number with the manufacturers website, i discovered it had less than 6 months of warranty remaining. it appears the laptop may have been in inventory for an extended period or previously activated.due to concerns about the products warranty coverage and long-term support, i had to initiate a return through amazon customer support, which was processed smoothly.while the return process was hassle-free, it would have been better if warranty details were clearly disclosed upfront to set accurate expectations.potential buyers may want to verify warranty status immediately upon receiving such purchases.",Neutral,Warranty - Lack of Clarity,Warranty,Lack of Clarity
1856,B0CY2LDT1S,5.0,Good product,Reviewed in India on 24 October 2024,2024-10-24,True,8,everything is good if you reduce the resolution to full hd and 60hz scren it works all day easily cons - warranty if you buy from lenovo 3 year warranty at 3k but if you buy here its like 5 times,Neutral,Warranty - Short Duration,Warranty,Short Duration
1857,B0CY2LDT1S,5.0,Super fast,Reviewed in India on 7 October 2024,2024-10-07,True,1,"super fast laptop with face recognition for logging in. you dont need a finger print reader and the face recognition works even in low light conditions. however, it doesnt come with a dedicated graphic card if you are a gamer.",Positive,Graphics - No Dedicated GPU,Graphics,No Dedicated GPU
1858,B0CY2LDT1S,5.0,Awesome business laptop.,Reviewed in India on 11 May 2024,2024-05-11,True,58,"bought this because its1. an intel evo laptop.2. no touchscreen touchscreens are bullshit and cause additional battery drain.3. impressive specifications.this is perfect for heavy users who dont want to game...but still it can handle most multiplayer competitive games like dota 2, valorant, cs:go because its gpu is intel arc which is much better than stock iris.battery life is ok...when used heavily it still gives around 4-5 hours...if used lightly it can easily last the who day.",Positive,Touch - User Preference,Touch,User Preference
1859,B0CY2LDT1S,5.0,Awesome business laptop.,Reviewed in India on 11 May 2024,2024-05-11,True,58,"bought this because its1. an intel evo laptop.2. no touchscreen touchscreens are bullshit and cause additional battery drain.3. impressive specifications.this is perfect for heavy users who dont want to game...but still it can handle most multiplayer competitive games like dota 2, valorant, cs:go because its gpu is intel arc which is much better than stock iris.battery life is ok...when used heavily it still gives around 4-5 hours...if used lightly it can easily last the who day.",Positive,Battery - Poor Battery Backup,Battery,Poor Battery Backup
1860,B0CY2LDT1S,5.0,I got the laptop with proper packaging,Reviewed in India on 2 October 2024,2024-10-02,True,7,"its display wonderful, proper build quality, audio highest volume is little bit low. overall performance is brilliant.",Positive,Audio - Low Volume,Audio,Low Volume
